username,age,profile_description,date,review_content,usage_period,purchase_point,recommend,rating_count,jenis_produk
Nrfalahaljnh,19 - 24,"Dry, Medium, Neutral",2024-04-03,"Sunscreen yg termasuk ringan dan ga buat greasy di muka aku, krn spf nya yg minim dan juga tekstur nya ringan jd menurut aku cocok kali ya di muka aku.. awal nyobain kek ada sensasi panas dan agak greasy si emgg tp hanya pemakaian awal.. setelah pemakaian aku ngerasain muka aku jd lembab dan finisih nya itu matte tp ga buat kering gituuu.. tapi gatau kenapa setelah pemakaian sekitar 3 hari'an ko muka aku jd bruntusan ya pdhl tekstur nya menurut aku gel dan ringan tp buat muka aku jd bruntusan huhuhu pdhal udh mau repurchase klo habis tp sejauh ini untuk ngelembabin okeeee",Less than 1 week,Shopee,Nrfalahaljnh recommends this product!,3,Azarine Calm My Acne Sunscreen Moisturizer
shintaadelia_,18 and Under,"Oily, Medium, Warm",2024-04-02,"aku suka banget sama sunscreen ini, bener bener bikin calm jerawat ku, beruntusan berkurang, jerawat ku juga makin pudar semenjak pakai sunscreen ini. kalo di aplikasiin ke wajah bener bener ringan banget, kayak ga pake sunscreen !! 💚💛",1 week - 1 month,Shopee,shintaadelia_ recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Flea,30 - 34,"Combination, Medium Light, Neutral",2024-03-31,"Suka banget sama ss ini karena udah sepaket sama moisturizer, jd praktis banget, cocok sama aku yg gak suka kerempongan skincare Hahaa.Teksturnya oke, gampang di blend, cepat menyerap, gak bkin kusam dan sangat membantu mengatasi masalah breakout. Yg paling aku suka dari ss ini, tone up nya gak lebay. Ini ss favorit aku sih. Aku udah purchase berkali² karena mmg secinta itu. Recommended 🫶🏻",1 month - 3 months,Official Brand Store,Flea recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
dianash,19 - 24,"Combination, Medium Light, Neutral",2024-03-30,"Sunscreen yg cocok untuk acne prone skin sih, ini uda tube ke - 10 selama aku pake, menurut aku sih sunscreen yg ga bikin kusam dan after cleansingnya ga ada numbuh jerawat, dan yang pasti tidak berbau (no fragrance). semoga ada yg lebih gedenya ya 😌",More than 1 year,Tokopedia,dianash recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
winarjiyono,30 - 34,"Oily, Medium Dark, Neutral",2024-03-29,"Berharap banget sama produk ini karena belum nemu SS yang cocok. E malah percobaan pertama langsung muncul jerawat, sempat berhenti dan akhirnya coba lagi. Alhasil, terulang kembali dan akhirnya stop. Padahal suka banget sama tekstur dan hasil akhirnya. :-(",1 week - 1 month,Shopee,,1,Azarine Calm My Acne Sunscreen Moisturizer
nadasushi,19 - 24,"Combination, Medium, Warm",2024-03-24,"Beli pas lagu promo eh malah keterusan repurchase! Ini bagus banget utk kulit yang lagi jerawatan karena dulu pake ini pas lg breakout dan bantu banget! Texturemya ringan, gak lengket, dan gak ada bau menyengat. Dipake under makeup juga aman, gak bikin makeup jadi oily atau cakey.",1 month - 3 months,Watson,nadasushi recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
EnoID,25 - 29,"Combination, Medium, Warm",2024-03-24,"Harusnya sih non komedogenik kalau liat list bahannya, tapi di aku bikin komedoan. Malah bagusan yang biru, ga bikin komedoan padahal ada bahan komedogeniknya. Feelnya enak padahal, ga bikin greasy. Tipe kulit kombinasi normal-oily, sensitif juga sih. Mungkin kulitku sensitif sama sebagian bahannya.",1 month - 3 months,Shopee,EnoID doesn't recommend this product!,3,Azarine Calm My Acne Sunscreen Moisturizer
seninuraeni,25 - 29,"Combination, Medium Light, Neutral",2024-03-22,sunscreen azarine paling favorite yang ini paling nyaman dipake nya gampang meresap dan melembabkan ga bikin muka jadi keliatan kucel nyaman dipake nya ga peeling ga ada sensasi panas atau perih dan lebih ngontrol minyak di wajah love bgt sih,3 months - 6 months,Tokopedia,seninuraeni recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
nadd1eu,18 and Under,"Combination, Medium, Warm",2024-03-22,Chit Chat Sunscreen : Azelii ini mah ‼️ kulit aku susah nemu sunscreen chemical yang cocok sampe ngebuat aku nyerah dan berakhir tinted sunscreen tapi kalau make up aku butuh chemical namun ketika si IJO kecil ini datang menyelamatkan hidupku zekalii 🫶🏻 wlpn yang ga bikin ga acne tuh kaya ga mungkin sih.,1 month - 3 months,Beautyhaulindo,nadd1eu recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Mutia0910,18 and Under,"Oily, Medium, Neutral",2024-03-20,"OK dari segi tekstur ini sunscreen azarine mirip-mirip ya, seperti yang hydrashoothe sama Hydramax. Easy to apply, finish nya matte, wanginya gaada.. ga kusem juga. cocok banget sama aku yang lagi jerawatan on off pake ini nyaman, ingredients nya juga bagus-bagus banget 🥹",3 months - 6 months,Shopee,Mutia0910 recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Viiviiyy,18 and Under,"Combination, Medium Dark, Cool",2024-03-20,"Ini sunscreen terfavvv! Teksturnya gel yg ringan dan cepet meresap. diblendnya gampang, ga whitecast dan ga bikin kusam di muka aku + ini tu adem bgt pas kena kulit, asal nyimpennya bener aja. Harga 30rban dengan netto 40ml, wow! Di kulit aku yg combi to dry, ini cocok² aja wlwpun highlightnya buat acne skin / kulit berjerawat. Finishnya di aku kek satin gitu, ga terlalu kerasa efek melembabkan tapi ini worth trying banget. Cobain deh. Thank you for reading❤️.",Less than 1 week,my sister's,Viiviiyy recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
puansyadiva,19 - 24,"Combination, Medium, Neutral",2024-03-19,"Cocok untuk acne-prone dan oily skin karena finishnya agak matte. Tapi walaupun aku acne prone dan kulitku combi yang cenderung sering mengeluarkan minyak banyak tapi kurang suka sama yang finishnya matte gini karena wajahku juga dehidrasi, jadi kalo pakai yg finishnya matte gini berasa kurang seger aja dan kurang enak bikin kulit jadi kaku kalo untukku.",1 week - 1 month,Shopee,puansyadiva recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
unforg1ven,19 - 24,"Oily, Medium Light, Neutral",2024-03-14,"Buat kalian yang suka sunscreen no white cast ini cocok banget, suncreen ini tuh ngga ada white cast dan ga lengket sama sekali setelah dipake. tapi di aku memang kurang cocok guys huhu :( dan suncreen ini tuh termasuk chemical sunscreen ya guys. oiya, aku udah habis 2 tube sunscreen ini karena suka banget sama hasilnya !!! < 33",6 months - 1 year,Shopee,unforg1ven recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
abrils,19 - 24,"Combination, Medium Light, Neutral",2024-03-13,"Untuk kamu yang punya kulit wajah oily, acne prone, komedo, kemerahan, kebetulan sama seperti tipe kulit aku dan aku rekomendasiin SS ini karena dri experience aku pakai, ss ini ngaruh banget dan bikin kulit wajah kita terjaga dri teriknya matahari, so far aku merasa perubahan kulit wajah aku lebih glow dri sebelumnya dan kemerahan juga bisa terkontrol. Dan aku juga jadi jarang jerawatan semenjak pakai ss ini rate 10/10 !!",3 months - 6 months,Shopee,abrils recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
AidaArisa,18 and Under,"Oily, Medium, Cool",2024-03-11,"JANGAN PAKE INI KALO MALEMNYA ABIS PAKE RETINOID. Karena bisa dibilang alternatif untuk orang yang ga bisa pake retinoid itu bakuchiol, nah di ingredient sunscreen ini ada bakuchiol jadi pas malemnya pake retinoid dan paginya pake sunscreen ini di hari2 pertama muka rasanya cekat cekit, di 1 minggu berikutnya lama2 jadi makin tambah sensitif dan ada rasa burning. Ga nyaman banget. Mungkin bakal cocok buat orang yang ga pake bahan aktif atau yang ga bisa pake retinoid, ini bisa banget jadi alternatifnya.",1 month - 3 months,Shopee,AidaArisa doesn't recommend this product!,3,Azarine Calm My Acne Sunscreen Moisturizer
IkaPark,19 - 24,"Combination, Medium, Neutral",2024-03-09,"Alhamdulillah akhirnya aku nemu Sunscreen yang beneran cocok diwajahku🥲😍 sumpah sunscreen dari azarine ini pas diaplikasikan ke kulit wajah itu dia cepat meresap, udah gituu setelah meresap kulit jadi seger, ada sensasi dinginnya gituuu 🥰 ga lengket, ga bikin perih juga di mata, dan yang terpenting adalah ss ini bikin kulitku yang cenderung berminyak ini jadi berkurang minyaknya. aku make ss ini dari jam 8 jam 5 sore wajah ku bener2 ga berminyak, sukaa bangettttttt 😗🤩",1 week - 1 month,Alfamart,IkaPark recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Jiminpark,25 - 29,"Normal, Dark, Warm",2024-03-07,"Kemasannya tube warna hijau, tutup flip top. Teksturnya watery gampang banget dibaurkan, mudah meresap, gak lengket, gak sumuk. Gak bikin jerawatan di wajahku yang memang acne prone, harga murah dan gampang di cari dimana aja, azarine memang top semua sih produknya",1 week - 1 month,Indomaret,Jiminpark recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
mecchaqyra,18 and Under,"Combination, Medium Dark, Warm",2024-02-29,"aku pernah jerawatan parah yg ga diperbolehkan pake sunscreen ber spf tinggi. aku coba sunscreen ini, cukup nyaman hanya saja agak bikin kulit ketarik. tapiiiiiiiiiiii dia bantu aku nyembuhin jerawat2ku juga.. sekarang aku udah ga bermasalah lagi sama jerawatnya dan aku beralih ke sunscreennya yg cicamide barrier",1 month - 3 months,Shopee,mecchaqyra recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
jennie,25 - 29,"Oily, Medium, Warm",2024-02-23,"sunscreen ini bagus untuk kulitku yang oily acne kalau pakai sunscreen ini wajahku yang oily gak makin tambah oily gak whitecast juga, cepet meresapnya lagi . Tapi minusnya nih sunscreen di aku lama kelamaan di wajahku jadi keliatan kusam",3 months - 6 months,Shopee,jennie recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
xiejingxing,19 - 24,"Combination, Medium Light, Cool",2024-02-23,"Tertarik beli karena liat banyak reviewnya. Tapi kayaknya memang formulasi sunscreen Azarine di aku itu engga cocok semua. Aku punya kulit combi to dry, dengan normal di Tzone dan dry di pipi, terutama di dekat hidung dan bawah mata. Sunscreen ini punya finish matte, yang mana aku engga suka. Tapi, surprisingly, walaupun matte, sunscreen Calm My Acne ini malah better daripada yang Cicamide Barrier Sunscreen. Sunscreen ini engga bikin kulit mukaku jadi seperih kalau pakai yang Cicamide Barrier Sunscreen. Agak aneh aja, tapi ya karena teksturnya matte, aku ga mau repurchase. Aku prefer yang teksturnya dewy. Kalau dari segi packagingnya mirip dan ini juga no fragrance dan no alcohol",3 months - 6 months,Shopee,xiejingxing doesn't recommend this product!,3,Azarine Calm My Acne Sunscreen Moisturizer
anaathefirst,18 and Under,"Combination, Medium, Neutral",2024-02-22,"Beli ini karena mau move dari variant yg satunya yg cica ituu, karna yg itu bikin muka aku tambah oily gitu (baru sadar setelah tube kesekian wkwkwk) terus suns ijo ini bikin finish mattee alias ga minyakaaann?! dia cepet bgt meresapnyaa, aku kaget jg siii, kek gapake apa apa (blm pernah dipertemukan sama suns matte finish wkwkwk), tapi bikin area jerawat dan pinggir idung tu panass, kek pake balsem, tapi ga ngasi efek macem macem lagi si selain panas (?) i think... kalau repurchased, keknya noo (´。＿。｀)",1 week - 1 month,Shopee,,4,Azarine Calm My Acne Sunscreen Moisturizer
Khofifatur,19 - 24,"Combination, Medium, Warm",2024-02-21,klaimnya aman buat acne pron skin tapi di aku ga cocok bikin kulitku beruntusan. awalnya aku kira cuma detoks produk tapi makin hari beruntusan jadi rata semuka. sedih banget mana ngilangin beruntusan butuh waktu yang ga sebentar. sepertinya aku tidak cocok dengan kandungan bakuchiol. sepertinya produk ini akan cocok buat kulit yg bersahabat dengan bakuchiol.,1 month - 3 months,Official Brand Store,Khofifatur doesn't recommend this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
tanpaitan,25 - 29,"Combination, Medium Light, Neutral",2024-02-19,"SUKA BGT karna finish nya matte! tapi setelah 2-3jam pasti oily lg karna aku oily dan saatnya re apply. cuman kayak nya dulu pernah pake ini terus pake foundie, bikin peeling (wajar karna matte finish). look nya ok banget, ss nya nyaman, bikin mau reapply terus2an dibanding merek C yang ngakunya matte harga 80k 30ml tapi nggak:( hahah. spfnya ini juga gagitu tinggi jadi aman buat acne sih so far.",1 month - 3 months,KKV,tanpaitan recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Sintaaak,30 - 34,"Combination, Medium, Neutral",2024-02-16,Cocok saja memakai sunscreen Azarine yang ini. Tidak memimbulkan efek negatif di kulit wajah dan juga tidak oksidasi yg menggelapkan warna kulit wajah. Baunya biasa saja dan tidak ada aroma yang mengganggu. Ya cocok saja intinya di kulit oily-acne prone ku :),1 month - 3 months,Shopee,Sintaaak recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
noalin24,25 - 29,"Oily, Light, Neutral",2024-02-12,Suka banget dengan variasi sunscreen dari Azarine yang semakin beragam dan menyesuaikan dengan kebutuhan dari tipe kulit. Sunscreen ini teksturnya agak sedikit lebih berat dibandingkan sama Hydrasoothe sunscreen tapi masih nyaman di kulit oily,1 month - 3 months,Shopee,noalin24 recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
Cherindk,25 - 29,"Oily, Medium Light, Warm",2024-02-12,"Aku udh coba ketiga ss Azarine (termasuk yg ini) semuanya cocok dan aku suka. Kalau dibandingin sm yg ss biru muda yg ini lebih thick tapi sama2 cepet menyerapnya. Gak pedih di mata, dapet bgt lembapnya. Bagi kulit berminyak ga buat kulit kita semakin berminyak. Untuk calming jerawatnya aku belum terasa krn belum ada jerawat hehe, nanti aku update",Less than 1 week,XBeauty by Female Daily,Cherindk recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
ermyyy,19 - 24,"Dry, Medium, Warm",2024-02-11,"Teksturnya gel, ringan, finish melembabkan, ga ada rasa panas, tingling maupun anget. Aman di kulit kering ku. Saat pakai ini aku ada jerawat tapi ga terlalu banyak cuma 3 biji jerawat aktif. Itu aman sih mereka. Mudah di blend juga. Sejauh ini aku suka.",1 month - 3 months,Gift,ermyyy recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
girlwpink,18 and Under,"Oily, Medium, Neutral",2024-02-10,"awal awal make bagus, lama kelamaan kok bikin berminyak di wajahku ya?(walaupun ga separah ss lain). menurutku teksturnya ringan, finishnya glow dan bnr bnr ga kerasa make apa apa, perih pas kena bagian kemerahan pdhl katanya acne friendly, cuma menurutku ini lbh ringan drpd yg biru sih dan harganya lbh kantong pelajar friendly, jd sepertinya aku bakal make ini trss krna ga se-berminyak ss yg prna kucoba sblmnya",6 months - 1 year,Shopee,girlwpink recommends this product!,3,Azarine Calm My Acne Sunscreen Moisturizer
mgwt07,25 - 29,"Oily, Medium Light, Warm",2024-02-08,"beli karena judulnya calm my acne sunscreen, for acne prone skin. turns out, this product doesn't work well with me 🥲 dia slightly lebih 'berat' drpd sodaranya si hydrasoothe, dan di aku bikin oily, trus bruntusan 🥲 bingung dah. apa karena mengandung bakuchiol ya? aku kurang cocok sm bahan itu soalnya. jd drpd mubazir, kupake di tangan aja. mayan kan, kecil dia, bisa dibawa kemana2",1 week - 1 month,Alfamart,mgwt07 doesn't recommend this product!,2,Azarine Calm My Acne Sunscreen Moisturizer
Eshaaa,18 and Under,"Combination, Medium, Neutral",2024-02-07,"ss nya ringan di wajah, dan ini bagus bangettt. aku tuh tiap hari selalu keringetan, pernah pake ss MEREK LAIN terus luntur. tapi waktu aku pake ss ini, dia tuh gak luntur (udah ku pake buat upacara, olahraga, dll) .intinya lop lop banget dehhh :D",1 month - 3 months,Shopee,Eshaaa recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Atikamelina,25 - 29,"Combination, Medium, Neutral",2024-02-05,"siapa sih yang gak tau brand sunscreen satu ini, sunscreen sejuta umat karena cocok buat kulit oily, acne prone, sensitif, teksturnya gel gtu gampang meresap dan gak ad whitecast, gak bikin sumuk dan kusam, trus ckup melembabkan dikulit oily, murce lagi, ini sunscreen yang bakal di repurchase trus sih",3 months - 6 months,Shopee,Atikamelina recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
dianrasti,25 - 29,",25 - 29",2024-02-04,"first time launching langsung penasaran dan beli. by the way kulit aku oily dan acne prone skin. sunscreen nya ringan dipakai karena ada gel nya gitu dan cepet banget meresap,dan juga harganya masih bisa dijangkau lah. gak bikin wajah sumuk",Less than 1 week,Shopee,dianrasti recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
firdaazizy18,25 - 29,"Oily, Medium, Neutral",2024-02-04,"Sunscreen yang ringan banget, gampang di blend, engga ada whitecast, aman buat kulit wajah yang oily dan breakout. Suka repurchase berkali-kali, engga tau udah yang keberapa hehe biasanya cari promoan pas flash sale bisa dapat harga lebih murah",1 month - 3 months,Shopee,firdaazizy18 recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
awaaaa_,18 and Under,",18 and Under",2024-02-04,"bagus sih iniii. pas pake ini, rasanya ngga pake apa apa. teksturnya gel, cocok bgt buat aku yg kombinasi. pake ini ngga ada whitecastnya sama sekali, dan ngga lengkett. minesnya, ukurannya sedikit bangettt",1 month - 3 months,shopee,,5,Azarine Calm My Acne Sunscreen Moisturizer
